glottocode,name,replacement,relation
paru1238,Parukotoan,paru1239,
araw1274,Arawan,araw1282,
magu1242,Magu-Kamkam-Kila,mamb1311,
pala1334,Palaungic,pala1352,
namb1298,Nambikwara Complex,namb1300,
insu1252,Insular (Celtic),insu1254,
nand1265,Nandi-Markweta,nand1267,
sout2793,Southern Central Gur,sout3164,
east2689,Eastern Arabic,east2729,
west2540,West Piru Bay,west2843,
nort2993,Northern Cham,nort3219,
sere1261,Sere-Ngbaka-Mba,sere1265,
kiku1239,Kikuyu-Kamba (E.20),cent2274,
biak1247,Biakic,biak1249,
tami1284,Tamil-Kannada,tami1291,
cent2093,Central-South,east2713,
thad1237,Thadoic,thad1239,
tair1257,Tairora,tair1259,
nucl1658,Nuclear Waiwaian,nucl1718,
coas1293,Coastal Bikol,coas1315,
narr1270,Narrow Bantu E,nort3203,
uncl1434,Unclassified Atlantic-Congo,uncl1461,
kham1287,Khambu,kham1300,
nort2794,Northern Sotho,nort3233,
trad1235,Trade Malay,vehi1234,
nang1260,Nangan Dogon,nang1263,
tupa1249,Tuparic,tupa1251,
kaik1245,Kaike-Ghale-Tamangic,ghal1247,
cent2055,Central-Western,cent2277,
biha1243,Bihari,biha1245,
tami1287,Tamil-Kodagu,tami1294,
sout2648,Southeastern Iranian,sout3156,
casp1235,Caspian,casp1236,
mund1317,Mundaic,mund1335,
keit1237,Kei-Tanimbar,keit1238,
peri1259,Peripheral Central Bisayan,peri1261,
macr1266,Macro-Tani,macr1268,
lati1237,Latin-Romance,ital1285,
choa1236,Cho-Asho,choa1238,
nucl1629,Nuclear Inland Gulf,nucl1712,
hres1235,Hre-Sedang-Todrah,hres1236,
tsha1244,Tshanglic,tsha1247,
chim1249,Chimakuan,chim1311,
buru1319,Burunge-Alagwa,west2720,
gurr1240,Gur,gura1261,
sout2803,Southwestern Benue-Congo Plateau A,ninz1247,
juku1255,Ju-Kung,juku1256,
aran1262,Arandic,aran1267,
celt1246,Celtic,nucl1715,
east2458,East Arawe,east2763,
gras1250,Grass,gras1251,
kuya1250,Kuyan,kuya1251,
quec1383,Quechuan,quec1387,
waka1273,Waka-Kabic,waka1283,
nort2779,Northwest Western Oti-Volta,nort3234,
mumu1248,Mumuye,mumu1249,
nyik1248,Nyika (E.40),nort3203,
goro1258,Gorontalic,goro1273,
ngir1243,Ngiri Riverain Ubangi,ngir1252,
libi1241,Libinzic,libi1251,
east2388,Eastern Senegal-Guinea,east2703,
bush1246,Bushong (C.90),grea1286,
zeme1239,Zemeic,zeme1241,
sant1415,Santa Isabel,sant1458,
brah1257,Brahmaputran,brah1259,
sind1269,Sindhic,sind1279,
lame1258,Lamenu-Baki,epii1237,
meks1235,Mek-Somahai,mekk1240,
cent2000,Central Bodish,cent2249,
ngir1244,Ngiri Riverain Ubangi-Ripuaire,ngir1254,
kart1245,Kartu-Nhanda,kart1249,
iban1266,Ibanagic,iban1268,
east2444,East Santo,east2754,
smal1241,Small Nambas,smal1242,
ambo1251,Ambon,ambo1254,
lend1239,Lenduic,lend1246,
kain1267,Kainji Lake,kain1276,
edoe1238,Edo-Esan-Ora,edoi1239,
mari1425,Maric,mari1445,
cari1278,Cariban,cari1283,
west2527,West Central Papuan,west2850,
lowl1261,Lowland-Midland-South Highland Mixe,lowl1268,
west2363,West Central German,fran1268,
bada1256,Badaga-Kannada,bada1263,
kaya1322,Kayanic,kaya1333,
tupu1243,Tupuri-Mundang-Mambai,tupu1245,
cent1971,Central Iran Northwestern Iranian,cent2264,
nyul1245,Nyulnyulan,nyul1248,
yamp1241,Yamphuic,loho1238,
tsou1247,Tsouic,aust1306,
raic1240,Rai Coast,raic1241,
weta1244,Wetar,weta1245,
kwan1272,Kwangwa (K.40),grea1287,
tigr1268,Tigre-Tigrinya,tigr1276,
wati1240,Wati,wati1241,
nort3134,North African Arabic,nort3191,
west2510,West New Guinea,west2819,
extr1246,Extra-Ramelaic,timo1259,
mang1428,Manggarai-Rembong,mang1431,classification update
nort3159,Northern Luzon,nort3238,classification update
nyul1249,Nyulnyulic,nyul1250,classification update
ngad1263,Ngada-Lio,ngad1266,classification update
tami1295,Tamil-Malayalam,tami1298,classification update
east2728,East Sogeram,east2767,classification update
bont1244,Bontok,bont1247,classification update
gads1259,Gadsup-Agarabi,gads1260,classification update
sout3178,South Central Sogeram,cent2257,classification update
meso1244,Meso-Cordilleran,sout3211,classification update
sout3169,Southeastern Ngwi,sout3212,classification update
kohi1246,Kohistani,kohi1251,classification update
sout2906,South-Central Cordilleran,sout3211,classification update
sini1244,Sinitic,sini1245,classification update
mink1236,Minkin-Tangkic,tang1340,classification update
sout3206,Southern Ellicean Outlier,solo1260,classification update
ahma1235,A-Hmao,chua1248,classification update
mong1347,Mongondow-Lolak,goro1257,classification update
elli1237,Ellicean,elli1239,classification update
tama1366,Tamajeq,tuar1240,classification update
soma1256,Somalic,east2653,classification update
kawa1288,Kawacha-Safeyoka,nort3145,classification update
rgya1240,RGyarong,rgya1239,classification update
zena1249,Zenati,zena1250,classification update
uncl1458,Unclassified,uncl1491,classification update
cent2295,Central Bodish,sout3217,classification update
khum1247,Khumi,pale1263,classification update
dusn1238,Dusner-Tandia,sout3229,classification update
bany1244,Banyun,bain1264,classification update
bium1268,Biu-Mandara A A.2,bura1296,classification update
tobo1252,Tobo-Kube,east2705,classification update
boka1252,Bokar-Nuclear Western Tani,west2797,classification update
iwai1245,Iwaidjic,iwai1246,classification update
tano1247,Tanoan,kiow1265,classification update
uncl1470,Unclassified Bantoid,atla1280,classification update
west2598,West-Central East New Guinea Highlands,enga1254,classification update
kaom1235,Kao-Modole,kaor1242,classification update
mixe1285,Mixed Language,mixe1287,classification update
sout2725,Southern Loloish,biso1244,classification update
raja1257,Raja Ampat,raja1255,classification update
chab1238,Japhug,japh1234,
ribu1240,Zbu,zbua1234,
situ1239,Situ,situ1238,
chin1491,Chinali-Lahul Lohar,chin1493,
yuca1255,Yucatecan-Core Mayan,maya1287,
nucl1712,Nuclear Inland Gulf of Papua,west2867,classification update
sout2812,South Mbundu (R.10),kune1234,classification update
zbut1234,Zbu-Tshobdun,jiar1240,classification update
aput1238,Aput-Bushang-Sian,aput1239,classification update
almo1241,Almora,east2777,classification update
rong1263,Rongpo-Almora,east2777,classification update
cors1240,Corso-Sardinian,sard1256,duplicate
uppe1399,Upper Silesian German,lowe1388,duplicate
afro1253,Afro-Seminole Creole,afro1254,duplicate
baja1264,Bajan,baja1265,duplicate
dalm1242,Dalmatian,dalm1243,duplicate
vinc1242,Vincentian Creole English,vinc1243,duplicate
amer1257,Amerindian pidgin (Pidgin),pidg1258,classification update
mark1253,Mark-Brandenburg,east2291,classification update
bilo1247,Biloxi-Ofo,sout2988,classification update
macr1265,Macro-Swedish,nort3160,classification update
sara1312,Saraki,beng1280,classification update
kaya1332,Kayan-Kenyah,nort3171,classification update
ungg1241,Unggumi,woro1255,classification update
nucl1331,Nuclear Pitjantjatjara,pitj1243,classification update
mulg1242,Mulgi,sout2679,classification update
rung1262,Rungwa-Pimbwe,mwik1240,classification update
east2122,Eastern Estonian,nort2674,classification update
sang1318,Sanglich,sang1316,classification update
uncl1462,Unclassified Anatolian,anat1257,classification update
east2289,Eastphalian,nort2627,classification update
indo1328,Indo-European (Speech Register),spee1234,classification update
kamm1250,Kamma So,donn1238,classification update
atla1279,Atlantic-Congo (Speech Register),spee1234,classification update
uncl1475,Unclassified Western Hindi,west2812,classification update
yank1248,Yankunytjatjara,pitj1243,classification update
bumt1239,Bumthang,bumt1238,classification update
west2381,Western Bengali,beng1280,classification update
seto1241,Seto,sout2679,classification update
cent2008,Central Chinese,sini1245,classification update
uncl1469,Unclassified Wati,wati1241,classification update
uncl1468,Unclassified Rai Coast,raic1241,classification update
east2318,Eastern Central,beng1280,classification update
pimb1239,Pimbweic,mwik1240,classification update
isla1271,Islands Estonian,nort2674,classification update
uncl1494,Unclassified Deaf Sign Language,sign1238,classification update
bruu1238,Bru,brou1236,classification update
uncl1488,Unclassified First Vernacular Hmong,firs1234,classification update
shib1237,Shibukun,bunu1267,classification update
nort2675,Northwestern Estonian,nort2674,classification update
pano1258,Panoan (Unattested),unat1236,classification update
tond1252,Tondai,bunu1267,classification update
rand1240,Randai,bunu1267,classification update
tere1280,Terena-Kinikinao-Chane,boli1260,classification update
nort3224,Northwest Coastal Malekula,peri1262,classification update
haij1241,Haijong,beng1280,classification update
axam1238,Axamb-Avok,east2753,classification update
sout2664,Southeastern Bengali,beng1280,classification update
sira1269,Sira-Punu,sang1341,classification update
toro1257,Tor-Orya (Unattested),unat1236,classification update
kama1352,Kamassian,kama1351,classification update
khar1284,Kharia Thar,beng1280,classification update
dani1284,Danic,nort3160,classification update
(1544 rows)
